video_id,user_id,followers,duration,views,likes,comments,shares,hashtag,upload_time,engagement,like_rate,comment_rate,share_rate,upload_date,upload_weekday,cluster,is_viral
vid_1494,user_224,63262,5,907,180,9,4,gaming,2025-09-07,0.2127894156560088,0.19845644983461963,0.009922822491730982,0.004410143329658214,2025-09-07,Sunday,0,0
vid_1495,user_288,312404,12,3235,643,52,14,education,2025-02-14,0.21916537867078825,0.19876352395672334,0.0160741885625966,0.004327666151468315,2025-02-14,Friday,1,0
vid_1496,user_232,387823,6,3714,151,12,5,travel,2025-06-24,0.045234248788368334,0.04065697361335487,0.0032310177705977385,0.0013462574044157242,2025-06-24,Tuesday,1,0
vid_1497,user_76,22549,8,640,96,5,1,art,2025-10-08,0.159375,0.15,0.0078125,0.0015625,2025-10-08,Wednesday,0,0
vid_1498,user_115,102602,20,575,16,3,4,gaming,2025-03-18,0.04,0.02782608695652174,0.0052173913043478265,0.006956521739130435,2025-03-18,Tuesday,0,0
vid_1499,user_153,444894,32,3727,94,24,33,motivation,2025-08-21,0.04051515964582774,0.02522135766031661,0.006439495572846793,0.008854306412664341,2025-08-21,Thursday,1,0
vid_1500,user_102,61410,3,647,25,2,1,gaming,2025-11-16,0.04327666151468315,0.03863987635239567,0.0030911901081916537,0.0015455950540958269,2025-11-16,Sunday,0,0
vid_1501,user_193,397869,15,8596,1665,140,13,art,2025-07-17,0.211493718008376,0.19369474174034434,0.016286644951140065,0.0015123313168915774,2025-07-17,Thursday,1,1
vid_1502,user_165,486575,13,7736,1464,9,7,art,2025-12-21,0.19131334022750776,0.1892450879007239,0.0011633919338159256,0.0009048603929679421,2025-12-21,Sunday,1,0
vid_1503,user_89,389660,3,2325,127,16,14,beauty,2025-09-12,0.0675268817204301,0.0546236559139785,0.006881720430107527,0.006021505376344086,2025-09-12,Friday,1,0
vid_1504,user_173,347667,4,5584,274,24,40,pets,2025-06-05,0.060530085959885384,0.049068767908309455,0.004297994269340974,0.0071633237822349575,2025-06-05,Thursday,1,0
vid_1505,user_121,143754,6,2923,185,35,11,art,2025-01-04,0.07902839548409168,0.06329113924050633,0.011973999315771467,0.00376325692781389,2025-01-04,Saturday,1,0
vid_1506,user_142,161729,3,1945,219,11,13,pets,2025-03-25,0.1249357326478149,0.11259640102827763,0.005655526992287918,0.006683804627249357,2025-03-25,Tuesday,1,0
vid_1507,user_105,91923,4,4510,552,26,32,funny,2025-07-16,0.1352549889135255,0.12239467849223946,0.005764966740576497,0.007095343680709534,2025-07-16,Wednesday,1,0
vid_1508,user_122,65806,5,1729,103,17,16,music,2025-08-02,0.07865818392134181,0.059572006940427996,0.009832272990167727,0.009253903990746095,2025-08-02,Saturday,0,0
vid_1509,user_8,440260,6,2105,328,28,2,education,2025-10-07,0.1700712589073634,0.15581947743467933,0.01330166270783848,0.0009501187648456057,2025-10-07,Tuesday,1,0
vid_1510,user_261,194504,21,2153,163,7,5,motivation,2025-05-25,0.08128193218764515,0.07570831398049234,0.003251277287505806,0.0023223409196470044,2025-05-25,Sunday,0,0
vid_1511,user_72,463620,13,12874,2394,55,14,art,2025-02-26,0.19131583035575578,0.1859561907720988,0.00427217647972658,0.0010874631039304024,2025-02-26,Wednesday,1,1
vid_1512,user_222,318538,64,2306,318,13,20,motivation,2025-06-03,0.15221162185602774,0.13790112749349523,0.005637467476149176,0.008673026886383347,2025-06-03,Tuesday,1,0
vid_1513,user_40,447041,8,5275,519,102,42,music,2025-04-10,0.1256872037914692,0.09838862559241707,0.01933649289099526,0.007962085308056872,2025-04-10,Thursday,1,0
vid_1514,user_203,400615,21,12742,2066,108,75,motivation,2025-07-19,0.17650290378276565,0.16214095118505728,0.008475906451106578,0.0058860461466017895,2025-07-19,Saturday,1,1
vid_1515,user_263,333348,31,2887,482,35,3,gaming,2025-01-08,0.18011776931070314,0.16695531693799792,0.012123311395912712,0.0010391409767925182,2025-01-08,Wednesday,1,0
vid_1516,user_177,27514,17,120,8,0,0,education,2025-01-10,0.06666666666666667,0.06666666666666667,0.0,0.0,2025-01-10,Friday,0,0
vid_1517,user_83,435890,8,6668,541,68,22,lifehack,2025-05-04,0.09463107378524295,0.08113377324535093,0.010197960407918417,0.0032993401319736052,2025-05-04,Sunday,1,0
vid_1518,user_110,121947,21,1847,348,4,10,lifehack,2025-09-27,0.19599350297780185,0.18841364374661612,0.002165674066053059,0.005414185165132647,2025-09-27,Saturday,0,0
vid_1519,user_250,299538,3,6108,303,10,18,motivation,2025-12-13,0.05419122462344466,0.04960707269155206,0.0016371971185330713,0.0029469548133595285,2025-12-13,Saturday,1,0
vid_1520,user_6,83841,6,1747,48,17,2,fashion,2025-01-27,0.0383514596451059,0.027475672581568404,0.009730967372638809,0.0011448196908986834,2025-01-27,Monday,0,0
vid_1521,user_83,155421,12,1065,108,9,7,beauty,2025-01-05,0.11643192488262911,0.10140845070422536,0.008450704225352112,0.006572769953051643,2025-01-05,Sunday,0,0
vid_1522,user_207,179097,13,4623,759,16,15,education,2025-12-01,0.1708847069002812,0.16417910447761194,0.0034609560891196195,0.003244646333549643,2025-12-01,Monday,1,0
vid_1523,user_21,132584,3,1483,235,20,7,pets,2025-05-13,0.17666891436277815,0.15846257585974377,0.013486176668914362,0.004720161834120027,2025-05-13,Tuesday,0,0
vid_1524,user_2,382403,44,3998,741,79,6,beauty,2025-12-08,0.2066033016508254,0.18534267133566784,0.019759879939969985,0.0015007503751875938,2025-12-08,Monday,1,0
vid_1525,user_126,81491,18,1002,116,8,8,motivation,2025-05-20,0.1317365269461078,0.1157684630738523,0.007984031936127744,0.007984031936127744,2025-05-20,Tuesday,0,0
vid_1526,user_296,352650,10,4180,158,53,24,music,2025-09-21,0.056220095693779906,0.03779904306220096,0.012679425837320573,0.005741626794258373,2025-09-21,Sunday,1,0
vid_1527,user_187,343982,41,5305,668,102,48,motivation,2025-11-11,0.15419415645617343,0.12591894439208295,0.019227144203581528,0.009048067860508954,2025-11-11,Tuesday,1,0
vid_1528,user_13,237662,9,1616,258,27,8,education,2025-08-15,0.1813118811881188,0.15965346534653466,0.01670792079207921,0.0049504950495049506,2025-08-15,Friday,1,0
vid_1529,user_11,433847,59,3854,141,37,36,dance,2025-03-01,0.05552672548002076,0.036585365853658534,0.009600415153087702,0.00934094447327452,2025-03-01,Saturday,1,0
vid_1530,user_86,231494,11,1886,96,28,16,lifehack,2025-03-21,0.07423117709437964,0.05090137857900318,0.014846235418875928,0.008483563096500531,2025-03-21,Friday,1,0
vid_1531,user_11,464555,3,8627,191,29,51,funny,2025-02-24,0.03141300567984236,0.022139793671032804,0.0033615393531934625,0.005911672655616089,2025-02-24,Monday,1,1
vid_1532,user_24,498807,22,4425,561,47,41,fashion,2025-04-04,0.14666666666666667,0.12677966101694915,0.010621468926553673,0.009265536723163843,2025-04-04,Friday,1,0
vid_1533,user_242,276369,17,2412,433,15,8,travel,2025-02-10,0.1890547263681592,0.17951907131011607,0.006218905472636816,0.003316749585406302,2025-02-10,Monday,1,0
vid_1534,user_121,137313,22,2194,308,8,8,challenge,2025-01-10,0.14767547857793983,0.14038286235186873,0.0036463081130355514,0.0036463081130355514,2025-01-10,Friday,0,0
vid_1535,user_146,345628,45,8786,1728,79,8,lifehack,2025-08-14,0.20657864784885044,0.19667653084452538,0.008991577509674482,0.0009105394946505805,2025-08-14,Thursday,1,1
vid_1536,user_54,84568,22,780,24,2,4,challenge,2025-04-26,0.038461538461538464,0.03076923076923077,0.002564102564102564,0.005128205128205128,2025-04-26,Saturday,0,0
vid_1537,user_237,211280,14,1598,291,22,11,education,2025-12-06,0.20275344180225283,0.1821026282853567,0.01376720901126408,0.00688360450563204,2025-12-06,Saturday,1,0
vid_1538,user_172,328731,29,1193,198,11,9,education,2025-04-17,0.18273260687342832,0.16596814752724226,0.009220452640402346,0.0075440067057837385,2025-04-17,Thursday,0,0
vid_1539,user_220,377915,17,4500,344,49,8,food,2025-01-07,0.08911111111111111,0.07644444444444444,0.010888888888888889,0.0017777777777777779,2025-01-07,Tuesday,1,0
vid_1540,user_118,47695,8,771,150,2,3,lifehack,2025-01-21,0.20103761348897536,0.19455252918287938,0.0025940337224383916,0.0038910505836575876,2025-01-21,Tuesday,0,0
vid_1541,user_182,239658,33,4387,315,16,9,dance,2025-09-09,0.07750170959653521,0.07180305447914292,0.003647139275131069,0.0020515158422612263,2025-09-09,Tuesday,1,0
vid_1542,user_287,23333,4,775,139,9,5,music,2025-11-27,0.19741935483870968,0.17935483870967742,0.011612903225806452,0.0064516129032258064,2025-11-27,Thursday,0,0
vid_1543,user_299,349165,19,1248,222,24,2,fashion,2025-04-11,0.1987179487179487,0.1778846153846154,0.019230769230769232,0.0016025641025641025,2025-04-11,Friday,0,0
vid_1544,user_81,354953,32,2420,378,6,21,motivation,2025-08-03,0.16735537190082644,0.15619834710743802,0.0024793388429752068,0.008677685950413223,2025-08-03,Sunday,1,0
vid_1545,user_210,190245,20,4192,509,26,11,fitness,2025-02-13,0.13024809160305342,0.12142175572519084,0.006202290076335878,0.0026240458015267176,2025-02-13,Thursday,1,0
vid_1546,user_149,102830,18,2152,89,37,7,funny,2025-08-11,0.061802973977695165,0.041356877323420076,0.017193308550185873,0.0032527881040892194,2025-08-11,Monday,0,0
vid_1547,user_36,423290,21,7699,891,18,66,music,2025-07-29,0.1266398233536823,0.1157293154955189,0.0023379659696064425,0.008572541888556955,2025-07-29,Tuesday,1,0
vid_1548,user_58,442896,9,542,45,9,2,challenge,2025-12-10,0.1033210332103321,0.08302583025830258,0.016605166051660517,0.0036900369003690036,2025-12-10,Wednesday,0,0
vid_1549,user_130,292928,31,375,60,4,0,dance,2025-08-02,0.17066666666666666,0.16,0.010666666666666666,0.0,2025-08-02,Saturday,0,0
vid_1550,user_201,565,3,241,37,2,1,funny,2025-10-20,0.16597510373443983,0.15352697095435686,0.008298755186721992,0.004149377593360996,2025-10-20,Monday,0,0
vid_1551,user_242,372976,3,3393,624,23,4,food,2025-08-27,0.1918656056587091,0.1839080459770115,0.006778661951075744,0.0011788977306218685,2025-08-27,Wednesday,1,0
vid_1552,user_34,328921,5,2243,50,14,22,travel,2025-03-06,0.038341506910387874,0.02229157378510923,0.006241640659830584,0.00980829246544806,2025-03-06,Thursday,1,0
vid_1553,user_92,228922,11,2121,351,14,12,food,2025-09-11,0.17774634606317774,0.16548797736916548,0.006600660066006601,0.005657708628005658,2025-09-11,Thursday,1,0
vid_1554,user_206,371358,11,7119,1344,126,20,beauty,2025-01-06,0.20929905885658098,0.1887905604719764,0.017699115044247787,0.0028093833403567917,2025-01-06,Monday,1,0
vid_1555,user_212,308410,26,882,142,13,5,fitness,2025-10-21,0.18140589569160998,0.16099773242630386,0.01473922902494331,0.005668934240362812,2025-10-21,Tuesday,0,0
vid_1556,user_158,334027,8,1424,61,19,1,motivation,2025-08-09,0.05688202247191011,0.042837078651685394,0.013342696629213483,0.0007022471910112359,2025-08-09,Saturday,0,0
vid_1557,user_23,58805,10,492,17,7,3,food,2025-11-09,0.054878048780487805,0.034552845528455285,0.014227642276422764,0.006097560975609756,2025-11-09,Sunday,0,0
vid_1558,user_292,27906,3,290,6,1,2,beauty,2025-07-22,0.03103448275862069,0.020689655172413793,0.0034482758620689655,0.006896551724137931,2025-07-22,Tuesday,0,0
vid_1559,user_3,73920,8,1205,160,15,10,music,2025-03-11,0.15352697095435686,0.13278008298755187,0.012448132780082987,0.008298755186721992,2025-03-11,Tuesday,0,0
vid_1560,user_219,417428,16,3864,515,37,14,education,2025-03-06,0.14648033126293997,0.1332815734989648,0.009575569358178054,0.0036231884057971015,2025-03-06,Thursday,1,0
vid_1561,user_19,137130,3,2264,447,35,8,beauty,2025-09-09,0.21643109540636044,0.1974381625441696,0.015459363957597174,0.0035335689045936395,2025-09-09,Tuesday,1,0
vid_1562,user_151,270181,5,4755,435,32,3,motivation,2025-07-02,0.09884332281808622,0.0914826498422713,0.0067297581493165086,0.0006309148264984228,2025-07-02,Wednesday,1,0
vid_1563,user_49,455798,3,4141,330,54,27,lifehack,2025-04-22,0.0992513885534895,0.07969089591886018,0.01304032842308621,0.006520164211543105,2025-04-22,Tuesday,1,0
vid_1564,user_176,96552,3,528,69,9,2,fitness,2025-09-09,0.15151515151515152,0.13068181818181818,0.017045454545454544,0.003787878787878788,2025-09-09,Tuesday,0,0
vid_1565,user_95,396598,10,4740,799,40,23,funny,2025-10-18,0.18185654008438817,0.16856540084388186,0.008438818565400843,0.004852320675105486,2025-10-18,Saturday,1,0
vid_1566,user_104,66373,3,2481,467,5,22,lifehack,2025-10-07,0.19911326078194277,0.18823055219669488,0.002015316404675534,0.00886739218057235,2025-10-07,Tuesday,1,0
vid_1567,user_249,432256,20,7556,1243,81,15,pets,2025-10-21,0.17721016410799365,0.16450502911593437,0.010719957649550027,0.0019851773425092643,2025-10-21,Tuesday,1,0
vid_1568,user_116,272067,28,3983,385,30,2,education,2025-01-03,0.10469495355259854,0.09666080843585237,0.007532011046949535,0.0005021340697966357,2025-01-03,Friday,1,0
vid_1569,user_227,213664,12,354,47,4,0,dance,2025-06-28,0.1440677966101695,0.1327683615819209,0.011299435028248588,0.0,2025-06-28,Saturday,0,0
vid_1570,user_65,479027,60,4392,764,83,11,music,2025-07-08,0.1953551912568306,0.17395264116575593,0.01889799635701275,0.0025045537340619307,2025-07-08,Tuesday,1,0
vid_1571,user_261,167566,9,243,26,2,0,pets,2025-06-17,0.11522633744855967,0.10699588477366255,0.00823045267489712,0.0,2025-06-17,Tuesday,0,0
vid_1572,user_294,428606,11,6805,401,67,35,art,2025-02-23,0.07391623806024981,0.05892725936811168,0.009845701689933872,0.005143277002204262,2025-02-23,Sunday,1,0
vid_1573,user_242,105269,68,947,47,12,3,beauty,2025-03-07,0.06546990496304118,0.04963041182682154,0.012671594508975714,0.0031678986272439284,2025-03-07,Friday,0,0
vid_1574,user_185,5083,4,244,4,0,0,music,2025-04-25,0.01639344262295082,0.01639344262295082,0.0,0.0,2025-04-25,Friday,0,0
vid_1575,user_245,335518,43,4478,668,26,34,education,2025-11-12,0.16257257704332292,0.14917373827601607,0.005806163465832961,0.007592675301473872,2025-11-12,Wednesday,1,0
vid_1576,user_124,277883,3,4456,178,82,10,funny,2025-09-28,0.06059245960502693,0.039946140035906644,0.018402154398563735,0.002244165170556553,2025-09-28,Sunday,1,0
vid_1577,user_267,109806,9,1760,112,24,12,fashion,2025-08-02,0.08409090909090909,0.06363636363636363,0.013636363636363636,0.006818181818181818,2025-08-02,Saturday,0,0
vid_1578,user_130,480400,3,5115,376,6,19,dance,2025-04-20,0.07839687194525904,0.07350928641251223,0.0011730205278592375,0.0037145650048875855,2025-04-20,Sunday,1,0
vid_1579,user_236,496282,20,1106,133,5,5,gaming,2025-07-02,0.12929475587703435,0.12025316455696203,0.0045207956600361665,0.0045207956600361665,2025-07-02,Wednesday,0,0
vid_1580,user_17,488505,14,4078,373,56,38,travel,2025-09-17,0.11451692005885238,0.09146640510053948,0.01373222167729279,0.009318293281020108,2025-09-17,Wednesday,1,0
vid_1581,user_39,262260,18,2119,299,32,1,motivation,2025-01-24,0.15667767815007078,0.1411042944785276,0.015101462954223691,0.00047192071731949034,2025-01-24,Friday,0,0
vid_1582,user_20,114209,7,1567,47,26,8,food,2025-12-05,0.05169112954690491,0.029993618379068283,0.016592214422463305,0.005105296745373325,2025-12-05,Friday,0,0
vid_1583,user_224,176368,7,3444,145,22,29,challenge,2025-04-04,0.056910569105691054,0.04210220673635308,0.006387921022067364,0.008420441347270616,2025-04-04,Friday,1,0
vid_1584,user_281,7583,3,856,94,15,5,food,2025-09-13,0.13317757009345793,0.10981308411214953,0.017523364485981307,0.005841121495327103,2025-09-13,Saturday,0,0
vid_1585,user_7,473905,6,1233,99,14,3,dance,2025-08-02,0.09407948094079481,0.08029197080291971,0.0113544201135442,0.0024330900243309003,2025-08-02,Saturday,0,0
vid_1586,user_99,201274,40,1253,91,17,5,food,2025-12-25,0.09018355945730247,0.07262569832402235,0.013567438148443736,0.0039904229848363925,2025-12-25,Thursday,0,0
vid_1587,user_239,242703,7,3284,105,40,22,music,2025-02-09,0.05085261875761267,0.03197320341047503,0.012180267965895249,0.006699147381242387,2025-02-09,Sunday,1,0
vid_1588,user_86,378022,27,9000,1631,29,80,funny,2025-10-10,0.19333333333333333,0.18122222222222223,0.0032222222222222222,0.008888888888888889,2025-10-10,Friday,1,1
vid_1589,user_297,321852,28,5635,814,108,5,funny,2025-02-06,0.1645075421472937,0.14445430346051463,0.019165927240461404,0.0008873114463176575,2025-02-06,Thursday,1,0
vid_1590,user_13,300692,7,1904,79,6,2,travel,2025-09-14,0.04569327731092437,0.04149159663865546,0.0031512605042016808,0.0010504201680672268,2025-09-14,Sunday,0,0
vid_1591,user_1,109078,15,3984,126,23,14,funny,2025-07-23,0.0409136546184739,0.03162650602409638,0.0057730923694779114,0.0035140562248995983,2025-07-23,Wednesday,1,0
vid_1592,user_292,273966,3,3042,594,50,8,fitness,2025-07-30,0.2143326758711374,0.1952662721893491,0.01643655489809336,0.0026298487836949377,2025-07-30,Wednesday,1,0
vid_1593,user_40,351579,3,1884,268,24,5,lifehack,2025-05-03,0.15764331210191082,0.14225053078556263,0.012738853503184714,0.002653927813163482,2025-05-03,Saturday,1,0
vid_1594,user_110,442302,3,1347,128,22,3,pets,2025-10-22,0.11358574610244988,0.09502598366740905,0.016332590942835932,0.0022271714922048997,2025-10-22,Wednesday,0,0
vid_1595,user_13,451797,13,7274,1064,78,17,art,2025-10-13,0.15933461644212263,0.14627440197965355,0.010723123453395655,0.002337091009073412,2025-10-13,Monday,1,0
vid_1596,user_230,250281,8,7156,1117,58,12,funny,2025-10-03,0.16587479038569033,0.15609278926774733,0.00810508664058133,0.0016769144773616546,2025-10-03,Friday,1,0
vid_1597,user_83,12990,12,937,150,17,8,challenge,2025-09-01,0.18676627534685167,0.16008537886872998,0.01814300960512273,0.008537886872998933,2025-09-01,Monday,0,0
vid_1598,user_129,380221,11,7133,756,12,13,gaming,2025-09-07,0.10949109771484648,0.10598626104023552,0.0016823216038132623,0.0018225150707977008,2025-09-07,Sunday,1,0
vid_1599,user_230,16982,6,214,20,3,0,beauty,2025-05-23,0.10747663551401869,0.09345794392523364,0.014018691588785047,0.0,2025-05-23,Friday,0,0
vid_1600,user_144,226427,17,2559,56,13,7,funny,2025-09-06,0.029699101211410707,0.021883548261039467,0.005080109417741305,0.0027354435326299334,2025-09-06,Saturday,0,0
vid_1601,user_27,450093,21,1498,279,25,14,travel,2025-11-16,0.21228304405874499,0.1862483311081442,0.016688918558077435,0.009345794392523364,2025-11-16,Sunday,1,0
vid_1602,user_65,454697,3,3273,420,11,25,fitness,2025-03-08,0.13932172318973418,0.12832263978001834,0.003360831041857623,0.007638252367858234,2025-03-08,Saturday,1,0
vid_1603,user_162,24698,3,231,13,2,1,food,2025-05-02,0.06926406926406926,0.05627705627705628,0.008658008658008658,0.004329004329004329,2025-05-02,Friday,0,0
vid_1604,user_228,33016,19,719,133,12,1,dance,2025-08-23,0.20305980528511822,0.18497913769123783,0.016689847009735744,0.0013908205841446453,2025-08-23,Saturday,0,0
vid_1605,user_260,421043,7,4940,912,49,41,art,2025-10-09,0.20283400809716598,0.18461538461538463,0.009919028340080972,0.008299595141700405,2025-10-09,Thursday,1,0
vid_1606,user_163,255783,16,6438,1275,97,28,food,2025-08-08,0.21745883814849332,0.19804287045666355,0.015066790928859894,0.004349176762969867,2025-08-08,Friday,1,0
vid_1607,user_286,163689,6,1303,231,21,3,challenge,2025-05-06,0.19570222563315426,0.1772831926323868,0.016116653875671526,0.0023023791250959325,2025-05-06,Tuesday,0,0
vid_1608,user_9,246381,7,4474,893,67,26,fitness,2025-09-19,0.22038444345105052,0.19959767545820295,0.014975413500223514,0.00581135449262405,2025-09-19,Friday,1,0
vid_1609,user_194,410440,3,2376,152,44,19,travel,2025-08-26,0.09048821548821549,0.06397306397306397,0.018518518518518517,0.007996632996632997,2025-08-26,Tuesday,1,0
vid_1610,user_117,42648,4,1120,192,10,8,motivation,2025-02-01,0.1875,0.17142857142857143,0.008928571428571428,0.007142857142857143,2025-02-01,Saturday,0,0
vid_1611,user_269,190321,14,1674,281,7,14,gaming,2025-07-22,0.18040621266427717,0.16786140979689368,0.004181600955794504,0.008363201911589008,2025-07-22,Tuesday,0,0
vid_1612,user_79,407064,9,4954,305,9,46,pets,2025-09-30,0.07266855066612839,0.061566410981025436,0.0018167137666532096,0.009285425918449738,2025-09-30,Tuesday,1,0
vid_1613,user_92,458630,22,8432,318,47,23,music,2025-06-23,0.04601518026565465,0.0377134724857685,0.005574003795066414,0.002727703984819734,2025-06-23,Monday,1,0
vid_1614,user_265,410824,29,4474,878,16,20,challenge,2025-11-05,0.20429146177916854,0.19624497094322754,0.003576218149307108,0.004470272686633884,2025-11-05,Wednesday,1,0
vid_1615,user_256,323278,12,1595,116,18,1,funny,2025-08-26,0.08463949843260188,0.07272727272727272,0.01128526645768025,0.0006269592476489029,2025-08-26,Tuesday,0,0
vid_1616,user_132,175359,21,1644,290,7,14,pets,2025-12-22,0.18917274939172748,0.17639902676399027,0.004257907542579075,0.00851581508515815,2025-12-22,Monday,0,0
vid_1617,user_275,196619,5,1291,26,2,2,pets,2025-04-20,0.023237800154918668,0.020139426800929512,0.001549186676994578,0.001549186676994578,2025-04-20,Sunday,0,0
vid_1618,user_263,131300,8,1596,37,2,13,beauty,2025-03-12,0.03258145363408521,0.023182957393483708,0.0012531328320802004,0.008145363408521303,2025-03-12,Wednesday,0,0
vid_1619,user_170,248054,19,2054,213,34,7,motivation,2025-05-24,0.12366114897760468,0.10370009737098344,0.016553067185978577,0.0034079844206426485,2025-05-24,Saturday,1,0
vid_1620,user_0,479272,7,14761,929,180,59,beauty,2025-07-25,0.07912743039089493,0.06293611543933338,0.012194295779418739,0.003997019172142809,2025-07-25,Friday,1,1
vid_1621,user_63,17168,13,301,43,2,0,challenge,2025-12-23,0.14950166112956811,0.14285714285714285,0.006644518272425249,0.0,2025-12-23,Tuesday,0,0
vid_1622,user_283,22666,3,524,63,9,1,beauty,2025-08-29,0.13931297709923665,0.12022900763358779,0.01717557251908397,0.0019083969465648854,2025-08-29,Friday,0,0
vid_1623,user_120,131920,14,1050,35,2,9,gaming,2025-04-01,0.04380952380952381,0.03333333333333333,0.0019047619047619048,0.008571428571428572,2025-04-01,Tuesday,0,0
vid_1624,user_106,269795,30,5284,260,103,3,music,2025-06-07,0.06926570779712339,0.04920514761544285,0.019492808478425435,0.0005677517032551098,2025-06-07,Saturday,1,0
vid_1625,user_174,287557,30,2033,182,25,8,music,2025-07-26,0.1057550418101328,0.08952287260206591,0.012297097884899164,0.003935071323167732,2025-07-26,Saturday,1,0
vid_1626,user_203,2845,19,951,50,4,0,education,2025-02-26,0.056782334384858045,0.052576235541535225,0.004206098843322818,0.0,2025-02-26,Wednesday,0,0
vid_1627,user_164,97512,21,1386,225,19,5,funny,2025-02-25,0.17965367965367965,0.16233766233766234,0.013708513708513708,0.0036075036075036075,2025-02-25,Tuesday,0,0
vid_1628,user_119,438530,12,9019,855,139,19,gaming,2025-06-16,0.11231843885131389,0.09479986694755516,0.015411908193813061,0.0021066637099456703,2025-06-16,Monday,1,1
vid_1629,user_43,365086,13,1005,37,9,2,music,2025-05-07,0.04776119402985075,0.03681592039800995,0.008955223880597015,0.001990049751243781,2025-05-07,Wednesday,0,0
vid_1630,user_155,335027,3,2159,231,37,19,education,2025-01-18,0.1329319129226494,0.10699397869383974,0.01713756368689208,0.008800370541917554,2025-01-18,Saturday,1,0
vid_1631,user_206,265278,9,6174,224,23,28,fitness,2025-03-16,0.04454162617427924,0.036281179138321996,0.0037252996436669904,0.0045351473922902496,2025-03-16,Sunday,1,0
vid_1632,user_107,358059,9,4196,181,26,13,fashion,2025-10-05,0.052430886558627265,0.043136320305052434,0.006196377502383222,0.003098188751191611,2025-10-05,Sunday,1,0
vid_1633,user_250,469912,48,2822,178,7,17,food,2025-09-16,0.07158043940467754,0.06307583274273565,0.0024805102763997165,0.006024096385542169,2025-09-16,Tuesday,1,0
vid_1634,user_129,262925,8,2471,431,12,4,art,2025-01-24,0.18089842169162282,0.1744233104006475,0.004856333468231485,0.0016187778227438284,2025-01-24,Friday,1,0
vid_1635,user_292,132251,12,2938,547,16,8,fitness,2025-11-04,0.1943498978897209,0.18618107556160654,0.005445881552076242,0.002722940776038121,2025-11-04,Tuesday,1,0
vid_1636,user_19,159144,11,3188,537,58,18,funny,2025-03-08,0.1922835633626098,0.16844416562107906,0.01819322459222083,0.0056461731493099125,2025-03-08,Saturday,1,0
vid_1637,user_281,263799,15,4394,352,10,12,motivation,2025-05-03,0.08511606736458807,0.08010923987255349,0.002275830678197542,0.0027309968138370506,2025-05-03,Saturday,1,0
vid_1638,user_284,77556,21,1141,78,10,7,motivation,2025-10-14,0.08326029798422437,0.06836108676599474,0.008764241893076249,0.006134969325153374,2025-10-14,Tuesday,0,0
vid_1639,user_0,240363,4,9221,1095,102,47,food,2025-02-22,0.13490944583017025,0.11875067780067237,0.011061706973213318,0.005097061056284568,2025-02-22,Saturday,1,1
vid_1640,user_118,44180,11,907,135,16,7,challenge,2025-05-01,0.17420066152149946,0.14884233737596472,0.017640573318632856,0.007717750826901874,2025-05-01,Thursday,0,0
vid_1641,user_34,422531,26,1134,225,22,10,fitness,2025-07-05,0.22663139329805995,0.1984126984126984,0.019400352733686066,0.008818342151675485,2025-07-05,Saturday,1,0
vid_1642,user_197,163452,9,1206,52,18,1,motivation,2025-10-14,0.05887230514096186,0.04311774461028192,0.014925373134328358,0.0008291873963515755,2025-10-14,Tuesday,0,0
vid_1643,user_244,330663,5,2411,69,46,8,art,2025-09-01,0.05101617586063874,0.02861883036084612,0.01907922024056408,0.0033181252592285357,2025-09-01,Monday,1,0
vid_1644,user_58,146309,16,1068,154,17,3,motivation,2025-03-17,0.16292134831460675,0.1441947565543071,0.015917602996254682,0.0028089887640449437,2025-03-17,Monday,0,0
vid_1645,user_160,419057,26,15572,2644,300,30,fashion,2025-03-25,0.19098381710762907,0.1697919342409453,0.019265348060621627,0.001926534806062163,2025-03-25,Tuesday,1,1
vid_1646,user_178,352630,3,6377,1099,92,52,dance,2025-12-30,0.19491924102242433,0.17233809001097694,0.014426846479535831,0.008154304531911558,2025-12-30,Tuesday,1,0
vid_1647,user_205,201732,22,1847,262,4,14,music,2025-11-08,0.15159718462371413,0.14185165132647537,0.002165674066053059,0.007579859231185706,2025-11-08,Saturday,0,0
vid_1648,user_11,374535,26,3290,630,28,16,food,2025-10-19,0.2048632218844985,0.19148936170212766,0.00851063829787234,0.004863221884498481,2025-10-19,Sunday,1,0
vid_1649,user_275,223084,9,6355,711,84,35,dance,2025-11-03,0.13060582218725414,0.11188040912667191,0.013217938630999213,0.0055074744295830055,2025-11-03,Monday,1,0
vid_1650,user_180,433133,61,15104,2786,115,16,education,2025-05-27,0.19312764830508475,0.18445444915254236,0.0076138771186440675,0.001059322033898305,2025-05-27,Tuesday,1,1
vid_1651,user_241,394159,23,10103,1962,62,58,education,2025-12-03,0.20607740275165792,0.1941997426506978,0.006136791052162724,0.005740869048797387,2025-12-03,Wednesday,1,1
vid_1652,user_215,99744,22,2316,399,27,18,motivation,2025-12-26,0.19170984455958548,0.172279792746114,0.011658031088082901,0.007772020725388601,2025-12-26,Friday,1,0
vid_1653,user_250,19823,21,464,35,8,2,fashion,2025-01-05,0.09698275862068965,0.07543103448275862,0.017241379310344827,0.004310344827586207,2025-01-05,Sunday,0,0
vid_1654,user_298,266433,3,4023,222,6,12,food,2025-04-11,0.05965697240865026,0.055182699478001494,0.0014914243102162564,0.002982848620432513,2025-04-11,Friday,1,0
